tradeId,riskType,riskCurrency,value,marketDataId,scenarioId,valuationModel,run,errorStatus
135,IR Zero Delta,AUD,-73693.85;189836.9;734598.19;320294.59;-766889.79;680003.33;565277.57;-20176.62;-939549.03;-930474.43;-230095.75;472724.1;670482.35;-163528.54;481957.72;422442.57;-90891.62;249111.51;953334.3;-842403.09;-498352.37;-299721.17;-694289.51;-156275.56;907408.08;-174052.34;-548892.05;564560.3;-270715.08;-960435.04;948365.95;252536.89;-67761.79;-578556.96;-735173.45;-975891.74;-135238.73;532103.27;29599.67;613657.88;559237.01;-996014.65;-883238.48;-290134.15;-424245.96;689472.22;371503.69;-983524.0;106142.06;-39343.54;319729.27;196107.28;392.9;345297.51;-657011.29;-758099.86;773014.76;-853067.27;669446.53;-997325.26;118186.13;-382637.04;-228127.76;238061.84;-597418.72;550378.13;-193743.13;62551.2;410695.69;-502281.93;-73854.11;-568503.12;-206696.24;-12103.56;901960.58;707008.62;751261.73;897885.24;932228.06;-959579.01;551132.73;-925545.07;-75262.15;-414008.79;473142.07;-895456.82;369170.84;-172842.89;238468.37;-138152.18;965996.56;95505.36;989262.08;-814877.99;-642462.39;-658932.59;-770175.14;-522871.45;-515381.52;832415.33,6,0,SABR,EOD,
305,IR FWD Delta,EUR,-606629.66;-228791.5;715432.74;-94027.55;-592904.85;-194683.99;-394380.43;-730570.92;252084.57;361644.28;963864.24;-403904.31;-994082.72;572471.34;-395938.6;923759.66;-571973.75;-276948.7;-536169.23;435903.59;-187197.39;701915.19;-72507.18;59883.49;-633942.32;859585.41;-550034.48;875369.35;932339.06;-789522.2;725091.3;530222.39;-227823.17;518613.6;-717491.0;407418.87;103374.82;-603256.88;-948537.68;-283831.66;929847.26;747706.38;909623.4;-580069.91;-595953.54;695170.42;25160.47;-250886.97;480286.37;-406441.48;613388.94;-426503.93;-467395.41;347645.29;976865.05;-208270.76;-891115.56;-878203.32;378194.91;200618.5;-822793.63;-8384.14;-218008.92;-937481.82;413129.07;-898893.55;180202.9;-678521.04;655145.54;-627745.05;147271.96;-697849.04;466777.87;729352.49;-346840.02;523107.31;-995720.38;-284307.99;854995.78;541517.73;-461081.38;266783.44;114414.69;211904.87;-251017.72;855077.16;-633183.21;274025.01;449255.55;115033.66;654225.85;-612776.01;234762.22;642101.85;18955.03;51841.53;332039.85;-556652.44;212689.62;-107815.47,6,0,SABR,EOD,
369,IR FWD Delta,JPY,-22411.62;-541187.41;939298.43;-163766.82;446729.16;598150.76;76124.81;-816582.83;-518609.4;144253.12;-842490.46;-53932.23;-646608.54;-932849.01;886503.83;860625.13;-847147.31;783295.58;-534562.5;203132.6;-775446.76;-877011.1;-406647.93;460339.08;-356225.96;-676834.17;330095.34;194987.28;156385.21;311925.77;773195.37;309370.68;-84853.41;550116.47;241136.87;997900.47;86739.47;167713.07;110519.05;-138368.44;-8383.56;-275109.08;-13939.05;-921665.58;-501776.99;-793423.18;276627.85;659178.85;947125.83;-455314.26;895277.49;-622773.58;-996100.22;-562986.27;259177.25;160103.05;879744.77;11515.23;440610.56;164881.98;958115.54;-3235.57;-932594.6;517186.76;326388.06;739466.35;443811.01;-684064.81;-253043.46;74657.52;-825441.5;953701.66;923352.25;-250455.91;66897.54;291628.59;-525675.33;-405650.76;-176765.97;-415883.58;-825074.46;85199.78;295071.16;292407.38;761679.75;712441.2;-552632.06;-198771.69;346351.15;-605691.88;-752306.55;175542.5;-545025.65;446111.77;424210.61;-190511.23;-963234.51;-865016.34;281374.98;676483.02,10,0,BASE,EOD,
392,IR Basis Delta,AUD,-481163.29;318029.68;-64328.77;918901.72;-272450.02;394683.14;-537151.78;428244.36;936668.35;821013.16;-305065.49;805083.07;592350.24;821147.94;-24017.17;-101797.33;5164.45;-64142.28;206298.19;-649107.97;-168692.3;-426779.1;739544.35;780833.02;186219.21;370105.69;664609.61;93744.65;-741620.01;857611.95;228452.97;760003.94;883577.14;-96728.75;-973618.64;-190599.22;-746538.12;593895.78;-869196.14;744997.32;750849.76;-251577.06;581802.43;172969.69;486854.57;982235.34;-165650.18;-821812.4;-635585.25;752805.71;-816504.75;-898777.23;349621.54;-391988.72;-933931.99;-721990.36;-656861.47;484398.68;782604.2;-551843.73;258447.05;550369.58;793044.27;-250566.8;35454.88;-843692.59;-341766.51;318594.85;-217316.28;-149631.84;989309.08;-108635.34;48467.61;-509620.44;-709375.02;170232.18;-690968.42;-363237.41;463394.24;392363.88;174799.36;757887.17;111185.25;-267705.99;67903.73;158467.44;204104.24;-905828.87;-353545.33;-624133.93;572486.31;-889077.24;694631.08;406831.92;-165379.11;-561067.53;126344.62;275319.23;834318.59;-823230.95,3,0,COPULA,EOD,
605,IR FWD Delta,GBP,289000.15;178059.62;-971720.44;-950638.61;-152083.3;742145.63;-939141.21;-225979.46;-564094.09;645324.04;-264257.0;425821.44;255498.81;-762135.58;827332.2;724730.24;-725239.57;-670219.08;-48159.02;366150.37;657721.79;-597605.13;169010.53;534361.29;959611.91;-810634.29;-154267.16;859425.71;952612.19;-357099.15;421685.13;-935060.84;-164524.92;588238.37;899725.62;-852815.1;-612141.65;-986139.26;273973.76;-599550.39;625178.38;744311.98;-315269.35;126295.96;611443.11;164150.25;795675.04;-208650.58;-318095.68;571176.64;196867.85;449909.87;880503.01;-428998.51;555732.56;401235.57;-759810.35;-596823.01;-548130.09;506852.75;-73541.41;-586390.27;-25674.39;516506.92;-401173.58;499267.34;9754.98;682375.56;-510698.46;-381778.68;340994.47;424572.32;792813.42;-441817.8;-329150.44;-362250.17;-479991.29;-781500.51;576653.99;-17507.49;36297.13;-773824.06;-67543.7;652872.11;209905.33;682760.36;-978692.78;-591874.9;-76939.01;846993.32;-201519.93;199042.42;-438916.41;215828.2;-516246.57;-896937.59;-877608.85;681902.4;878706.59;10333.3,6,0,SABR,EOD,
928,IR Basis Delta,EUR,-202205.1;-161245.4;-461401.72;248469.58;-582959.25;-367079.71;759587.24;-582560.7;-419053.06;640240.86;578089.03;956771.7;-224860.83;126179.6;920840.26;-723594.49;-838428.41;-389538.14;974843.87;-593891.76;277260.35;725396.29;733864.59;617739.91;333502.45;320231.43;-718224.09;-494189.62;-877010.44;767939.69;835587.64;640550.53;100305.47;-485461.14;-659944.81;-361819.1;-735372.04;-971571.17;152537.8;773930.61;-901558.9;-216719.95;904065.04;963458.35;-48216.54;-276051.84;505762.08;-892873.61;-49116.49;-447827.5;-960463.01;34181.55;-499531.52;-925859.92;533547.95;-100966.47;-148384.08;501951.12;-425553.89;90674.28;-263714.34;-579100.92;-378921.69;-513938.88;656949.94;965278.16;-195263.0;943498.71;234477.49;112247.97;792466.45;765716.86;363556.77;-838584.52;743656.33;-768091.1;168430.08;273758.42;658431.35;-116449.51;-812705.99;610856.05;381369.94;-547885.23;-894574.15;761374.29;233690.43;423764.54;-893841.67;-947282.94;877127.21;199014.61;632196.5;-447922.88;-762432.43;185137.06;-610673.93;-795374.99;506234.55;400709.59,9,0,COPULA,EOD,
111,IR Zero Delta,GBP,430452.54;-822112.74;577106.31;239709.13;-930560.53;-207292.02;147995.92;-294639.83;-324527.94;-133834.69;589637.45;237202.69;-383324.59;-249984.08;-946321.21;3756.71;-869091.21;-22221.2;589849.91;-182623.27;-174023.05;470315.84;34185.88;-469733.89;444243.06;-678881.25;-516458.77;-123510.12;48302.94;-623936.82;622526.41;651885.75;-156072.22;337456.04;667817.59;-880071.58;894878.68;-144804.26;682767.48;-363163.78;-330537.42;-348586.04;514644.32;108280.44;998535.79;-178431.09;455995.69;-170607.48;362871.75;-522719.73;603240.75;856536.82;-956184.84;-363426.44;293348.64;-16686.61;-689457.9;-916597.13;-331840.3;932440.67;-401314.68;286097.77;-92102.28;398203.54;607142.42;-377002.3;661061.11;-145928.01;-633030.27;686149.8;752260.02;807171.79;489740.86;-408462.78;271053.57;5870.57;-489195.4;-639788.9;610549.3;-914438.7;-713514.99;-985876.55;-675037.47;225874.18;864796.96;-90476.67;443277.66;-418757.1;843039.25;-391228.29;917094.82;-383535.74;-818333.45;-84918.19;-853728.99;556967.81;885461.65;595565.78;204223.24;329581.04,2,0,BASE,EOD,
142,IR Par Delta,EUR,857754.08;-241770.46;-28741.51;739579.93;-124367.77;-697069.51;-334537.83;231530.67;589876.6;-306093.9;181356.78;-437513.81;-619866.66;207863.61;-101394.64;-138966.97;-910078.44;-438378.85;-56276.99;-697785.3;706671.96;-195346.67;64371.7;356742.44;385145.82;569487.18;434487.58;-469188.51;60106.27;-946562.74;-230455.6;-134078.69;-988375.3;143226.91;-218564.8;519576.67;269765.88;486670.49;124508.85;274062.13;324406.83;123690.49;-433542.59;316598.64;265756.52;-778935.59;621305.84;583922.82;-10607.89;334086.56;-339665.92;-344946.93;-302466.3;37260.14;424932.89;-241526.68;-410670.35;383069.28;-124237.42;-566047.26;780946.27;989160.71;-68565.34;-26080.42;-238396.13;101778.85;684173.27;-244993.2;253172.61;-699179.04;799992.92;344801.58;-628181.28;-186330.17;-228957.9;-851243.48;638187.59;-971032.0;-950090.32;108147.73;-811149.35;487141.02;-428913.58;448719.29;312545.78;-591504.92;240874.0;342831.87;861843.22;130470.07;-669150.31;974998.34;-583772.99;-681919.47;-625450.93;-312161.97;181665.2;966859.41;-158995.58;-411439.99,3,0,COPULA,EOD,
341,IR FWD Delta,USD,829301.05;-547189.66;82827.14;-270217.06;212884.6;412201.21;429168.98;6653.53;-351240.56;738620.05;-51373.32;-269453.36;-538757.31;-432487.07;759337.94;-602085.71;30689.42;120144.58;381329.32;977548.17;17978.42;666408.14;847027.35;277520.86;322450.32;372203.55;-70915.03;-231645.5;632105.98;411721.29;-932510.61;-820483.11;673991.56;128555.15;592.79;-567405.46;-716555.64;-64316.62;-471329.32;596824.29;799700.27;757147.16;-564381.54;-607702.52;339552.45;59668.06;813404.68;-378510.71;381375.34;993044.19;848563.92;-536239.1;-827129.85;-642218.78;177871.4;877715.54;-781639.25;354901.92;896488.8;761488.83;990524.94;-934207.51;-937103.61;502215.87;-223382.33;-700815.59;268384.93;-868069.33;464463.27;842127.74;77578.36;856477.21;362860.88;-990629.43;483897.85;-928276.7;-427570.88;78189.82;-544823.2;213812.04;-464487.15;-64977.73;-882944.3;-636510.46;-50503.69;-986265.81;-324350.57;704251.22;-752778.38;92465.38;-961323.77;665601.44;527894.92;-90875.95;-816394.72;580628.72;-705360.65;971821.21;-365732.44;772826.11,2,0,MC,EOD,
473,IR FWD Delta,EUR,-504261.46;-280901.48;16601.61;-594497.46;958667.04;425867.18;-1788.62;-934303.93;-626225.7;916122.14;-406716.42;-817210.92;204267.82;927092.96;241390.66;-573204.53;593654.7;603369.59;315556.29;-774194.1;362036.79;-28561.08;-957593.15;180011.13;-252084.01;-898001.49;523749.77;158878.51;226627.87;527505.74;-297501.14;-884326.99;132401.86;-910702.48;618462.36;723848.31;435339.97;-294919.3;-776521.86;688545.41;776093.86;295166.09;256715.93;-307163.65;814784.2;916260.49;-347036.73;-360910.18;-854969.16;-672159.4;-42957.46;295301.16;-747761.9;-784045.55;918224.48;106136.08;190405.4;-232282.37;181066.18;-97608.14;-290793.49;273154.22;757876.32;646872.1;-876390.52;-324147.95;472073.08;-117094.91;-138182.92;-944476.03;-149637.6;-720804.47;-133183.14;955003.11;-17023.27;447411.66;-676488.58;-872611.72;-357270.41;804961.49;53052.12;-657787.9;56919.31;115713.58;98114.83;785627.49;270593.62;-711461.52;113514.83;22147.59;240677.58;-842438.9;159053.14;-500123.28;-800793.41;57083.28;-901047.38;876755.68;967500.48;522822.71,4,0,MC,EOD,
536,IR Basis Delta,JPY,251450.67;-361629.43;-462720.94;-6831.15;-946205.37;-55160.03;-400062.43;328379.33;-508444.09;39238.08;-765847.49;429421.49;-543308.19;95201.16;897941.14;100976.1;671826.78;206926.57;-215208.17;-70446.34;-375425.71;350560.63;468762.47;119965.52;-722107.88;-894997.37;794998.81;-504745.41;616292.39;516184.12;-713596.87;319400.25;965866.62;232099.48;-330616.74;-426433.12;-192350.69;542424.06;-473552.32;166528.46;241748.2;256370.75;63462.82;-138672.02;-472706.83;767431.83;-160270.66;21858.53;705054.17;817270.04;504459.67;604249.06;-322336.09;-450831.82;-247355.35;-510290.53;-321398.11;672207.91;-345872.51;-308989.81;897766.9;-839781.75;-6625.36;718764.3;-428273.75;-327486.74;318414.31;-826905.51;-299190.24;576462.87;562271.55;684382.08;891294.45;-637131.85;-809785.17;934798.06;-540025.09;120733.55;-724873.79;814482.35;157777.35;945645.38;-689878.23;88835.76;829417.75;341427.76;-205628.43;-375896.08;-977417.77;-465556.3;-904734.85;-820207.96;846598.85;714248.46;-512744.45;777139.42;198526.99;360684.82;813515.56;-862014.4,7,0,COPULA,EOD,
22,IR Par Delta,AUD,397940.61;441947.14;995653.84;238532.0;-9278.92;678070.56;200180.94;47086.46;800861.04;-501802.53;-868850.7;-323547.96;-646908.39;475563.99;674770.36;-827144.79;466812.83;729779.55;464382.55;-925092.98;484758.56;-327477.55;964263.19;-885441.04;184687.06;120594.91;976766.97;-676399.57;845919.29;573392.84;-329644.33;809020.96;924697.22;-441174.42;-268563.0;38472.79;164808.74;-392272.76;284.22;316135.18;483597.44;768581.8;890268.23;920320.41;-134938.08;-291393.52;306862.83;-106287.23;392478.6;-897166.92;75174.86;362068.92;-864235.14;322314.57;474393.24;-956357.69;-8308.01;867523.35;589653.19;423289.83;-340399.75;895517.32;-211721.89;103580.04;769925.57;139149.25;-289872.44;-312410.34;-520922.6;329308.95;698230.48;3940.66;563048.08;-654637.54;-911799.97;489820.15;960279.98;172605.06;-831568.0;-39220.16;156402.38;-699690.54;-441221.59;-382410.07;871708.52;188345.56;859935.15;482188.88;525576.74;-506850.65;84773.71;-156577.93;275741.12;-314157.91;-819366.51;239764.19;-887000.24;-116040.25;905260.29;158323.82,3,0,COPULA,EOD,
60,IR Basis Delta,GBP,-67309.63;-88478.74;-927691.69;-756240.98;-30958.58;802624.73;-518805.52;289609.94;583291.78;-819870.68;-744323.04;-976496.25;-287557.61;-259811.34;704994.09;317056.6;-211958.98;379819.29;-141555.37;681528.12;592616.93;49226.13;931398.82;818381.67;-51535.54;-378089.27;611793.75;949265.79;-531880.34;-123645.56;486019.7;549691.87;47814.54;393544.83;-114811.48;-169543.36;-115861.75;503976.03;-473205.7;262633.9;968237.17;-640725.91;936013.02;273368.47;-299953.22;-54288.33;-660237.51;876873.99;82621.39;-707938.29;233946.37;-599797.7;-480016.72;368123.35;-252800.89;411462.78;-279729.13;-875262.32;403185.26;-538390.5;699977.79;-849983.02;-10002.83;972701.8;-763253.88;944331.23;-607587.57;-693277.46;340806.64;645727.19;557536.83;389916.61;589624.83;529782.49;-798414.63;230828.43;-987110.9;567895.2;118240.94;255680.5;455096.02;-535716.42;-589378.96;396991.22;-720333.29;409573.67;-828841.16;-759088.51;-316462.6;771589.27;572360.07;-520745.73;-341496.73;-368630.7;-924650.69;-617403.32;485287.97;150888.45;-878853.92;-610932.45,1,0,SABR,EOD,
97,IR FWD Delta,CAD,639263.87;973269.08;731345.1;-456951.39;-691117.78;745213.61;-626511.36;927896.0;-75683.08;342553.56;-896038.18;-211863.36;927739.67;-595079.44;-840671.36;-175925.39;650329.56;501366.74;-802558.3;-741354.03;-995296.41;-831924.76;-242195.22;845436.96;-983238.43;949584.17;-118483.5;505021.4;-839590.71;255864.89;412640.26;269943.87;-947658.79;-123072.49;56825.85;547658.55;-526917.89;437203.38;-447762.15;-82145.9;567595.22;-400728.59;689223.28;-264922.4;29329.14;-42358.02;-603699.48;541744.92;892932.82;283348.4;-980362.2;-267911.76;-200393.5;-706993.99;-469695.59;915813.23;687924.41;583042.57;-626702.37;7290.9;-725852.23;763988.25;-574467.62;761746.63;-387416.85;-820606.7;-987482.23;-766284.18;506039.86;-986854.03;395429.26;279665.95;395571.16;957957.71;-19101.28;-465243.49;330609.62;-210400.25;-903027.13;962489.5;-612521.22;-21240.38;353069.32;820881.34;194207.9;-744354.99;-786876.48;128265.57;27041.68;266450.56;868710.22;947635.7;-886289.15;55029.15;-264027.66;-413390.58;174252.66;834867.0;549554.6;650578.79,8,0,MC,EOD,
253,IR FWD Delta,USD,168688.53;-209051.66;-69845.95;-200603.43;537647.78;463211.07;-726442.17;114656.59;948.28;-725396.25;846589.72;508208.8;-642863.31;-209337.85;768820.06;-283812.47;845521.39;-764452.67;762885.43;94942.4;749769.11;-194893.16;10244.38;-821709.16;-938325.96;327149.9;419976.64;-302445.08;-354080.65;183818.68;-359237.01;-597658.13;747464.98;-64423.21;276484.29;-106923.1;551165.5;674016.73;-696999.15;175674.59;-830085.96;-247309.87;-62988.27;113608.92;-871878.67;-286097.17;944304.17;691559.36;609774.16;-323234.92;427359.03;515632.64;-107541.05;726904.56;276995.47;-832267.17;-668392.4;114504.8;-253500.92;-384104.12;-23664.04;-676754.58;874628.97;-635737.15;-443385.41;-725590.42;-538854.23;-221651.61;-20789.45;-788480.99;-667961.53;-478322.13;646330.89;215486.06;-845806.7;385675.53;-405334.68;-482442.43;-199390.86;-164601.11;624635.04;985920.94;445635.43;-121248.37;169101.56;-317640.77;-656259.99;190009.52;563352.66;235495.23;988169.63;239397.06;-892060.48;800037.09;836513.94;132136.36;878601.86;-828430.04;489019.95;508510.21,4,0,MC,EOD,
406,IR Par Delta,JPY,-401914.62;-157226.41;989571.41;329293.34;677679.75;-906166.77;544037.15;365470.2;97621.8;781582.0;924874.21;-173530.52;85977.34;-701768.96;-118942.24;347439.38;-487776.58;-313006.48;-170246.11;525027.52;-630681.56;952819.98;531514.6;-586442.1;27648.2;-229636.96;684215.1;395459.74;-898824.93;-510360.57;426687.44;-702036.38;-650778.13;-872588.17;430669.14;-68937.63;158879.47;-236678.15;-491609.52;-166864.0;-577313.15;-448331.97;-167018.7;885016.09;-427260.01;304612.89;152205.66;-160564.96;-940389.29;-744824.15;-753992.01;322959.06;-192996.16;176451.99;-536116.97;-228501.58;-902320.47;-984993.59;312273.11;769863.27;546161.69;-939730.29;924235.28;421854.12;873029.68;401829.67;-413173.7;-861665.49;-757683.52;898211.15;-689664.53;-229337.14;590722.03;698318.63;421917.21;198345.29;-725874.64;964303.55;-620309.07;209590.17;863330.12;-622312.33;506441.6;-861479.92;-193447.62;72408.08;-297360.86;-483493.35;-110074.03;-140323.01;-41529.46;-426631.91;30015.18;234304.4;672031.56;960427.47;-662916.55;899926.91;-881605.57;250505.04,7,0,COPULA,EOD,
538,IR Par Delta,EUR,-396893.68;19348.08;526160.6;1432.66;694076.52;28359.47;173441.24;-680366.03;933319.47;824988.87;980624.05;931523.24;-68172.04;-76751.25;212848.55;445298.49;75627.47;-239496.76;710627.86;-196941.67;-990697.15;762309.09;915128.63;-147156.36;-57436.38;217695.45;-640042.35;570047.04;498036.21;-207764.42;873703.48;10032.38;580662.01;-610790.98;404216.27;667604.59;652669.68;-845375.29;228029.98;-760458.0;-456157.63;421257.38;274349.27;-687375.69;863660.83;-14117.39;-39221.59;721060.14;77919.05;544070.62;-312071.49;444308.12;83555.45;612346.49;784662.46;-466514.78;791091.96;435546.69;599698.47;625928.16;947057.46;-160893.39;-944688.22;-100142.99;205404.83;976029.82;892086.77;748560.07;109742.78;867430.68;49974.56;154229.95;-888460.7;288163.2;-809201.97;859701.19;-36077.18;-355122.09;963460.96;-335387.3;-485669.43;-14475.93;-59597.51;560528.13;-846240.27;507251.92;318300.57;436207.39;-377356.2;-710877.82;458451.67;497737.14;449505.45;-732513.05;-115652.4;381127.32;-634656.46;305716.84;905495.7;-576276.82,9,0,COPULA,EOD,
720,IR Basis Delta,CAD,-42823.69;-901126.55;224914.35;658583.63;-266426.83;689314.65;455135.45;-5420.39;-186281.92;-890140.63;-789104.94;-918258.52;243576.69;-328133.41;-225147.14;976256.23;929576.47;-346110.6;257556.36;619098.95;233912.38;-782518.3;-712351.37;-140117.35;310407.08;-956117.63;-97344.28;-377944.61;-695952.05;-743125.68;485582.82;-25957.06;-708127.04;-793304.98;502985.84;408695.66;-829807.75;-4923.91;230789.17;-184236.61;-780518.81;466568.71;-793062.92;872089.34;-175114.24;-600355.67;-82182.9;379977.15;-648998.37;324987.14;657279.76;3489.56;130956.03;-404119.78;-428983.9;-592513.64;682245.53;-345667.52;-720926.63;247518.44;-538506.51;-637185.2;231408.79;-824464.64;-139927.86;557705.08;-145134.26;-77289.8;103775.93;-885414.47;-742385.24;232417.78;-345270.92;-290498.27;-978519.38;544889.52;-53663.91;-426445.02;501158.44;996648.17;137486.63;64833.54;806248.55;450575.79;-941428.79;-304609.78;803901.17;15206.62;-184874.63;44438.19;19826.67;-814594.69;423130.74;-761276.42;313123.37;862187.29;726978.66;338968.98;-340194.19;-252971.03,1,0,SABR,EOD,
113,IR FWD Delta,EUR,-117569.07;752883.9;727511.62;546481.58;-411389.72;-796774.23;696669.94;-361212.93;821837.65;-180201.78;-804243.36;-519143.0;530894.02;-721408.86;220141.93;431409.53;-369743.8;123645.0;-480770.53;927381.26;681119.25;-501410.69;-237787.15;97455.79;-128.44;-388712.56;-67922.3;270741.33;-913585.68;-780131.61;-497053.94;935923.36;583319.77;-210986.25;-687731.16;-170934.41;787603.86;24094.8;492465.26;-81972.71;-735969.3;714131.13;729770.74;-43275.57;183353.49;35942.82;-266390.68;221073.58;71767.96;503673.09;-250930.5;244961.34;166678.49;-371883.84;281088.47;306093.46;708477.64;-720517.11;635796.12;441267.89;901667.0;508201.41;451670.09;617015.88;-726495.16;-717372.85;488669.23;843875.96;-889671.16;924998.22;633900.95;659859.09;481964.49;275053.22;-595045.39;-903012.09;384676.57;-433297.11;140423.78;-63446.94;399933.25;539122.13;726169.79;612133.01;964195.7;-207417.04;-275817.08;-827830.92;470546.19;626446.48;-659336.21;-913951.31;-737696.81;44398.93;961557.43;157051.44;-275856.95;109529.34;-843711.81;599000.52,4,0,MC,EOD,
316,IR Basis Delta,EUR,446697.48;919940.04;529291.84;-15924.52;-396666.48;916420.57;126385.96;-42316.52;207936.78;-301906.86;-661710.32;357060.16;508684.7;-791528.37;318290.83;-524573.19;23717.19;-120375.41;617077.72;-386021.82;326211.48;77498.05;-938438.96;-697755.39;-480723.76;14710.89;-329245.32;-602481.84;-471973.43;130373.76;192008.39;678608.11;-676836.22;-914042.31;524965.75;785590.17;-991085.49;-244830.4;41625.11;-534681.32;113688.33;-910922.92;-856469.52;567502.09;-499318.73;-650637.35;-628472.54;-692989.71;760332.93;-638922.11;532493.3;670143.91;-335707.32;351904.71;647464.43;914924.79;-422688.12;-291380.12;172191.88;-513372.19;-260571.37;-149672.99;-412155.04;-3203.52;-335507.78;-386565.16;-252173.05;667285.62;-758732.34;-958948.01;-302265.04;-594017.28;855716.79;-740017.06;875705.56;-206130.11;-316030.47;383673.87;187094.35;-349474.74;-337185.59;-234174.77;-422452.05;-543282.34;-971750.13;-389977.69;-132542.11;673075.31;-299619.64;380186.27;-540297.75;983483.55;772744.85;950868.19;775042.14;-44004.84;116110.66;-213730.47;-794375.58;-390232.89,7,0,COPULA,EOD,
706,IR Par Delta,USD,-482888.18;648239.74;-260593.53;508751.8;193492.26;-35213.3;-551964.36;-260106.8;-868749.5;822321.5;787364.19;415440.04;395626.09;-576113.89;-171138.31;-853379.43;398293.04;931181.74;-535816.67;-888211.67;843641.03;-364405.73;546827.65;683440.89;560047.47;371111.04;-638714.3;493030.47;983717.84;327774.48;-219730.28;-78067.77;-287193.26;-799767.08;-262679.37;-82705.81;-793944.04;-124972.09;-744765.87;-94886.61;-801542.86;-106397.76;-160876.79;516983.15;-581489.76;18736.14;532259.44;-861852.73;-4610.08;-713402.3;401365.36;909586.04;376101.68;-15826.92;-523307.96;983881.6;-906447.39;67033.96;-82859.46;491726.3;414391.07;-534579.66;906704.07;-958117.82;116667.89;888309.58;-690229.94;-826721.14;581666.94;-190206.13;52693.75;-875912.54;-934430.94;-62473.77;400550.37;320099.71;-377363.26;-709786.67;-908976.2;-704003.45;475980.95;-899351.13;398172.1;-826281.92;522150.53;-240352.39;-639462.84;72077.96;583442.66;-172710.43;-663662.84;-326028.07;-241973.49;-838171.18;230472.57;-884102.27;-331987.64;-979902.55;285990.05;-123152.49,7,0,COPULA,EOD,
290,IR Par Delta,SEK,-484223.21;727322.97;299419.14;-563027.83;-615535.84;406404.51;-465258.62;645983.64;571884.8;674508.94;-855575.29;891078.94;-523193.79;-667752.49;-491900.23;-343598.04;428176.22;-731265.22;-59359.25;846969.6;-266714.75;175871.64;-730723.87;-643280.04;-401376.08;-18245.06;868277.85;945386.23;-744900.61;998883.21;-144383.36;-51486.83;-519993.04;341770.16;-240222.64;201662.05;-377858.99;-166876.53;-653851.09;-582304.31;-766129.14;-275356.13;64401.28;-609447.61;-609125.92;-399180.75;-913384.13;-962578.62;495946.4;-640568.36;-205436.9;-348588.41;169628.8;-744685.35;914703.38;-27399.06;599088.08;208901.54;-251683.51;217353.5;-752361.79;662946.59;373691.16;-899566.91;832072.0;597354.57;195161.69;605082.67;666212.21;-734137.5;-74406.36;657565.44;-254954.28;-700158.64;408888.5;-441564.14;744839.92;703116.09;616291.95;-324803.33;822422.75;-325693.83;558608.39;-184794.36;301860.0;-405882.25;-267557.88;119334.01;-303524.15;564678.06;-936506.65;-974130.32;-905824.86;-798731.12;52843.78;505428.48;-961556.65;630925.4;-949250.64;-859159.2,1,0,SABR,EOD,
364,IR Basis Delta,GBP,-653863.02;-620636.39;596455.96;-175380.44;-172783.63;478596.05;-56566.54;600769.97;-821719.86;-666387.3;-821077.2;-148752.9;-580315.47;-471332.24;-216650.74;-147842.49;-95720.11;682435.27;64248.5;-194152.79;203746.58;-845613.51;-649140.93;-453576.83;554459.3;278604.45;193725.09;-761745.46;-915771.45;-514757.68;626979.24;-913282.84;-183749.92;-390432.94;-590351.84;839184.67;-570965.89;225241.04;458269.95;-302829.51;494672.51;-678446.04;-560956.77;-282015.23;-703048.6;-894797.7;622681.92;-634325.83;-553988.47;768987.72;974616.77;-321654.79;331676.66;948725.26;542213.9;392289.59;-734555.31;-782693.98;148740.84;-517138.86;147890.65;-490921.79;587016.22;675565.16;-702442.73;14296.89;-309840.15;-640275.28;359319.12;-268228.57;-687869.88;309793.17;-520346.16;539794.85;-829158.74;-323713.12;-578341.67;191922.54;-76887.6;-593448.83;183655.73;941370.16;6041.61;276843.24;-757552.51;61286.48;28270.98;-821887.06;569751.65;-773705.47;-743339.5;-682023.5;503704.29;-604603.6;-151703.25;-149003.01;398033.11;92404.33;-946670.32;-702025.2,5,0,COPULA,EOD,
613,IR FWD Delta,USD,61831.1;248911.39;101879.14;895545.37;20589.62;862666.84;409616.75;-75116.14;483374.08;133645.68;945962.72;48413.5;-745284.81;499203.1;-391391.18;-362183.11;-234154.47;-425821.8;-908898.5;437222.68;-818835.4;388419.79;-909612.61;701175.0;90173.86;11956.06;-705816.12;-470630.27;-617745.73;-825205.46;886066.57;-954852.28;-996609.47;558250.28;731895.47;741279.75;-291452.96;-312214.47;254083.84;588112.61;-281104.63;480711.31;-525447.79;-914488.12;654699.76;223115.05;275892.07;-714731.05;-475753.31;462033.15;87624.07;-310665.49;-67121.56;330542.41;607577.07;555653.8;107421.91;-671699.31;-870924.18;893421.1;673617.27;470088.17;-282256.06;688687.83;799633.43;-921595.0;-364706.87;-805670.77;-623276.16;270252.82;-770608.16;-798693.92;-109106.12;554376.7;462274.84;797638.25;-371722.23;-70448.87;804006.11;-237918.36;828282.8;-907082.31;-516414.59;-579750.26;-279286.28;841208.98;-776768.38;-18158.19;715496.33;-649161.15;38641.02;33949.43;180248.94;-482761.53;-583684.93;661307.96;448092.08;-52987.16;61615.09;-162011.52,4,0,MC,EOD,
