id,bookName,bookingSystem,region,cutTime,status,bookType,internalRiskControlFramework,fxTreatment,riskRelevant,pnlRelevant,description,bookOwnerId,costCenter,costCenterType,subDeskId,subdesk,subDeskType,deskId,deskCode,desk,deskRegion,deskCity,functionId,function,functionCat,segmentId,segment,areaId,area,groupId,group
545,RCPF,MX,US,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,a mammoth book price quantititve quantititve industry relative exotic industry outside trading internal mammoth the exotic industry ,726742,110,costCentre_G,55,UPELHK,Misc,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
546,QVGG,Calypso,US,Tokyo,Closed,Test,CreditRisk,MonthlySellDown,NotValid,NotValid,of industry making making value market market capital making the price the book relative ,375108,110,costCentre_G,55,UPELHK,Misc,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
547,FFXD,MX,EMEA,London,Open,NonProd,CreditRisk,Other,Valid,Valid,capital the value the for book a book relative book trading for capital quantititve capital relative trading market ,628344,110,costCentre_G,55,UPELHK,Misc,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
548,VUKC,Anvil,US,NewYork,Open,Prod,NA,MonthlySellDown,Valid,Valid,,437278,110,costCentre_G,55,UPELHK,Misc,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
549,DOTX,LoanIQ,APAC,HongKong,Closed,Prod,CreditRisk,Other,NotValid,Valid,industry the internal book a price ,803542,110,costCentre_G,55,UPELHK,Misc,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
550,MTWT,MX,APAC,London,Open,Test,MarketRisk,NA,NotValid,NotValid,relative quantititve quantititve internal for of trading relative value relative mammoth a value price the a for internal a relative ,661956,111,costCentre_C,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
551,WYRE,Calypso,EMEA,HongKong,Open,Test,MarketRisk,NA,NotValid,NotValid,a for making quantititve mammoth mammoth quantititve exotic ,620203,111,costCentre_C,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
552,BDHT,MX,APAC,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,,913918,111,costCentre_C,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
553,FOMI,MX,APAC,London,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,,587009,111,costCentre_C,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
554,VSZK,Aladdin,US,London,Closed,Prod,MarketRisk,Other,NotValid,NotValid,trading price relative relative internal ,709649,111,costCentre_C,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
555,QXIF,Calypso,EMEA,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,making for making the mammoth market exotic ,614228,112,costCentre_A,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
556,XBGG,MX,APAC,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,mammoth the market the internal price for market industry ,530554,112,costCentre_A,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
557,NYBD,Calypso,EMEA,Tokyo,Open,Prod,CreditRisk,,Valid,Valid,,767937,112,costCentre_A,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
558,ZQTB,MX,APAC,NewYork,Closed,Prod,MarketRisk,Other,Valid,Valid,market book relative industry making trading of market exotic a internal industry market ,139661,112,costCentre_A,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
559,LILY,SwapsWire,APAC,NewYork,Open,Prod,MarketRisk,Other,Valid,Valid,outside of market a outside relative capital mammoth price mammoth price exotic price the ,954745,112,costCentre_A,56,PNGWFC,RiskManagement,28,FFWYWL,APAC EXOTIC FX TRADING,AUS,Tokyo,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
560,MTEW,MX,US,London,Open,Prod,MarketRisk,,Valid,NotValid,for for value industry the capital outside exotic value market book for a trading market value of of outside book ,576746,113,costCentre_C,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
561,BPTY,LoanIQ,APAC,NewYork,Open,Prod,MarketRisk,DailySellDown,NotValid,NotValid,trading trading exotic quantititve outside price for value value book book ,772460,113,costCentre_C,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
562,XGVN,MX,US,NewYork,Open,Prod,MarketRisk,Other,Valid,NotValid,,991620,113,costCentre_C,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
563,VMAD,Calypso,APAC,London,Open,Prod,MarketRisk,,Valid,Valid,internal price relative outside relative ,809293,113,costCentre_C,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
564,HVMN,Calypso,APAC,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,,235587,113,costCentre_C,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
565,QKBC,LoanIQ,US,NewYork,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,exotic trading internal mammoth mammoth a internal book outside capital mammoth exotic book relative outside ,952988,114,costCentre_A,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
566,AXGC,Aladdin,EMEA,Tokyo,Open,Test,MarketRisk,DailySellDown,Valid,Valid,price outside relative making a industry exotic for making industry book ,175419,114,costCentre_A,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
567,CNMC,MX,APAC,NewYork,Open,Prod,CreditRisk,NA,Valid,NotValid,of relative the for relative market mammoth for market a a ,680971,114,costCentre_A,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
568,CLQT,SwapsWire,US,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,mammoth mammoth price outside of of a trading for relative capital book mammoth relative trading outside for ,403526,114,costCentre_A,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
569,UNQA,Anvil,US,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,645643,114,costCentre_A,57,ZYDHZP,Misc,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
570,ZIDU,MX,APAC,London,Open,Prod,MarketRisk,Other,Valid,Valid,a market value for making making relative mammoth market price market of of mammoth exotic ,448415,115,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
571,SYGY,SwapsWire,APAC,Tokyo,Open,Prod,NA,DailySellDown,Valid,Valid,book internal industry relative a price book book book mammoth ,509319,115,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
572,OFXL,MySys,US,NewYork,Closed,Prod,NA,Other,Valid,Valid,,863274,115,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
573,DEMT,MX,EMEA,London,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,,388917,115,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
574,WTAH,MX,EMEA,London,Open,Prod,CreditRisk,Other,Valid,Valid,,802548,115,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
575,BDLB,Aladdin,US,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,728326,116,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
576,CXXU,SwapsWire,APAC,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,quantititve value book making for a trading book capital industry a trading a internal ,530642,116,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
577,WGZP,MX,APAC,Tokyo,Open,Prod,NA,,Valid,Valid,making outside making the relative internal ,257109,116,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
578,IUUI,MySys,US,London,Open,Prod,MarketRisk,,Valid,Valid,price trading internal for ,303532,116,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
579,YPTE,MX,APAC,Tokyo,Closed,NonProd,CreditRisk,DailySellDown,Valid,Valid,capital a price price relative capital outside making for trading market relative relative market relative market ,989871,116,costCentre_Y,58,NMTBPZ,MarketMaking,29,XDLSYL,SCANDI STRUCTURED METALS HEDGING,US,Reading,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
580,JAAZ,Calypso,US,HongKong,Open,Prod,MarketRisk,,Valid,Valid,value price book market a for for ,117060,117,costCentre_Y,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
581,XGLK,MX,EMEA,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,industry internal mammoth value of mammoth industry capital industry mammoth relative for trading industry exotic ,778789,117,costCentre_Y,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
582,OIVE,MX,APAC,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,616808,117,costCentre_Y,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
583,GHBE,MX,EMEA,HongKong,Open,Prod,NA,Other,Valid,Valid,value quantititve market making exotic value ,627888,117,costCentre_Y,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
584,DCCJ,LoanIQ,EMEA,London,Open,Prod,NA,MonthlySellDown,NotValid,Valid,making book industry for a capital the industry trading internal relative a industry price the making ,618880,117,costCentre_Y,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
585,COKK,Aladdin,US,London,Closed,Prod,NA,MonthlySellDown,Valid,Valid,capital quantititve outside a price for trading ,657959,118,costCentre_A,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
586,FOBS,Calypso,US,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,mammoth value a outside a mammoth of outside value of trading of a quantititve ,947368,118,costCentre_A,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
587,SHDP,MX,EMEA,London,Open,Prod,CreditRisk,,Valid,Valid,,856883,118,costCentre_A,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
588,OUFP,Calypso,US,NewYork,Open,NonProd,MarketRisk,NA,Valid,Valid,internal outside exotic book internal trading capital quantititve price outside internal mammoth outside book exotic capital a capital ,853734,118,costCentre_A,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
589,DBYG,MX,EMEA,Tokyo,Open,Prod,MarketRisk,Other,Valid,NotValid,,652320,118,costCentre_A,59,DKMOUO,MarketMaking,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
590,NOPE,Calypso,EMEA,HongKong,Open,Prod,MarketRisk,MonthlySellDown,NotValid,NotValid,outside a outside of value outside book quantititve exotic mammoth for internal ,951053,119,costCentre_G,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
591,YKEO,Aladdin,US,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,internal industry internal internal book of industry book relative for mammoth making industry quantititve a capital ,609512,119,costCentre_G,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
592,GHSB,ION,EMEA,NewYork,Open,NonProd,MarketRisk,MonthlySellDown,Valid,Valid,,484876,119,costCentre_G,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
593,RIDB,LoanIQ,APAC,Tokyo,Open,Prod,CreditRisk,Other,Valid,Valid,,837178,119,costCentre_G,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
594,BEVC,BBG,US,Tokyo,Open,NonProd,NA,NA,Valid,Valid,,890836,119,costCentre_G,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
595,DOJJ,MX,EMEA,Tokyo,Closed,Prod,MarketRisk,MonthlySellDown,Valid,Valid,the exotic capital a for for making of trading for value quantititve a making trading book trading ,323474,120,costCentre_C,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
596,YKAN,MX,APAC,NewYork,Open,Prod,CreditRisk,NA,Valid,Valid,for book industry mammoth internal exotic the quantititve price trading capital making mammoth price trading of ,225527,120,costCentre_C,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
597,GTZQ,ION,APAC,NewYork,Open,Test,MarketRisk,DailySellDown,Valid,Valid,,964883,120,costCentre_C,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
598,XZOU,Calypso,US,Tokyo,Closed,Prod,NA,NA,Valid,NotValid,market the value the making making a capital a mammoth capital relative ,690267,120,costCentre_C,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
599,NIBQ,SwapsWire,APAC,Tokyo,Open,Prod,CreditRisk,MonthlySellDown,NotValid,Valid,,119463,120,costCentre_C,60,OLBJIT,RiskManagement,30,CJNDKW,SCANDI EXOTIC SECURITIES STRATEGIC,HK,Hong Kong,6,UK Credit Flow,Cat1,3,RatesFlow,2,Treasury,1,IB
600,XKZA,MX,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,a value for outside mammoth exotic capital internal making relative outside price making ,292556,121,costCentre_B,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
601,XUQZ,SwapsWire,US,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,making outside making the quantititve outside outside mammoth book relative mammoth ,517259,121,costCentre_B,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
602,KVVE,Aladdin,US,London,Closed,Test,CreditRisk,MonthlySellDown,Valid,Valid,mammoth industry capital book the a a capital price industry book value ,148570,121,costCentre_B,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
603,ZBLN,LoanIQ,APAC,NewYork,Open,Prod,MarketRisk,,Valid,Valid,outside quantititve the of market industry price price relative internal making exotic ,942924,121,costCentre_B,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
604,TEZZ,MX,EMEA,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,,333330,121,costCentre_B,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
605,QOBB,MX,US,London,Open,Prod,MarketRisk,Other,NotValid,Valid,exotic of capital quantititve internal market internal making market mammoth ,450883,122,costCentre_C,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
606,XPDN,MX,EMEA,London,Closed,Test,MarketRisk,,Valid,Valid,,975843,122,costCentre_C,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
607,ZMPG,SwapsWire,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,market market the making mammoth quantititve market internal price capital book mammoth trading trading price ,784584,122,costCentre_C,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
608,QPFF,LoanIQ,APAC,London,Closed,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,of internal the of ,858037,122,costCentre_C,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
609,WXQN,Calypso,EMEA,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,,628704,122,costCentre_C,61,GKLRCI,Hedging,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
610,DFJB,Calypso,US,NewYork,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,mammoth the of industry industry of exotic internal market book internal the capital trading a ,502921,123,costCentre_A,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
611,MNKV,MX,APAC,London,Open,Prod,MarketRisk,,Valid,Valid,outside market quantititve exotic the internal making price price ,817915,123,costCentre_A,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
612,UYLY,LoanIQ,APAC,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,quantititve industry a a making making internal quantititve value quantititve relative price relative ,244705,123,costCentre_A,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
613,QPGM,LoanIQ,APAC,Tokyo,Open,Prod,MarketRisk,Other,Valid,NotValid,for price quantititve relative industry value for a the ,162398,123,costCentre_A,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
614,HTXG,Calypso,APAC,London,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,price for the exotic making for for making mammoth a value internal ,433825,123,costCentre_A,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
615,APOG,BBG,US,London,Closed,Prod,NA,MonthlySellDown,Valid,Valid,outside exotic price book making quantititve exotic ,982151,124,costCentre_G,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
616,VROK,MX,APAC,London,Open,Prod,MarketRisk,Other,Valid,Valid,capital mammoth outside outside book trading book ,695709,124,costCentre_G,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
617,DSUR,MX,APAC,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,book mammoth value market mammoth the trading price for ,730626,124,costCentre_G,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
618,JPIK,MX,EMEA,NewYork,Open,Prod,MarketRisk,Other,Valid,NotValid,value for of price ,300301,124,costCentre_G,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
619,MYLO,MX,EMEA,HongKong,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,relative for capital making price internal ,238770,124,costCentre_G,62,HEMCDQ,RiskManagement,31,VODQJK,JAPAN STRUCTURED CREDIT TRADING,HK,Tokyo,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
620,KEDK,LoanIQ,EMEA,HongKong,Open,Prod,CreditRisk,NA,NotValid,Valid,market industry capital trading capital outside a internal ,998773,125,costCentre_G,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
621,DACM,MX,APAC,London,Open,Prod,CreditRisk,Other,NotValid,Valid,quantititve value outside for exotic internal the making relative market internal internal ,222270,125,costCentre_G,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
622,OLXI,SwapsWire,US,London,Open,Prod,CreditRisk,Other,NotValid,NotValid,,746755,125,costCentre_G,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
623,RVZN,MX,EMEA,HongKong,Open,Prod,NA,,Valid,Valid,,638155,125,costCentre_G,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
624,VYHX,MX,US,HongKong,Open,Test,MarketRisk,Other,Valid,Valid,quantititve trading exotic value mammoth price market ,996673,125,costCentre_G,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
625,DGTB,MX,EMEA,NewYork,Open,Test,MarketRisk,DailySellDown,Valid,Valid,trading price capital of market market market trading market value exotic making industry outside exotic outside value industry price value ,984098,126,costCentre_B,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
626,VMNF,Calypso,EMEA,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,book mammoth book quantititve mammoth market the capital capital trading capital a ,360704,126,costCentre_B,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
627,HJKM,SwapsWire,APAC,HongKong,Open,Prod,CreditRisk,NA,Valid,Valid,,585284,126,costCentre_B,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
628,MWDE,Calypso,US,NewYork,Open,Test,MarketRisk,Other,Valid,Valid,quantititve for mammoth the market market internal ,579374,126,costCentre_B,63,CFLBMC,RiskManagement,32,HHJIYU,SWISS CASH ALGO TRADING,UK,Paris,7,US credit Options,Cat3,4,RatesDerivs,2,Treasury,1,IB
